TIME in ms	LEFT_CANARD	RIGHT_CANARD	LEFT_SLAT	RIGHT_SLAT	AIRBRAKE	RUDDER	LEFT_OB_FLAP	LEFT_IB_FLAP	RIGHT_IB_FLAP	RIGHT_OB_FLAP	LEFT_NOZZLE	RIGHT_NOZZLE	
50800	74	107	180	180	160	91	109	64	109	112	74	74
50900	73	107	180	180	160	91	110	65	110	113	74	74
51000	73	107	180	180	160	91	111	65	111	113	74	74
51100	73	107	180	180	160	91	111	66	111	113	74	74
51200	73	108	180	180	160	92	111	67	111	114	74	74
51300	72	108	180	180	160	92	112	67	112	115	74	74
51400	72	108	180	180	160	92	112	67	113	116	74	74
51500	72	108	180	180	160	93	113	67	113	116	74	74
51600	72	108	180	180	160	93	113	68	113	116	74	74
51700	72	108	180	180	160	94	113	69	114	117	74	74
51800	72	108	180	180	160	94	114	69	115	117	74	74
51900	72	108	180	180	160	94	114	69	116	118	74	74
52000	72	108	180	180	160	94	115	69	116	118	74	74
52100	72	109	180	180	160	95	116	70	116	119	74	74
52200	72	109	180	180	160	95	116	70	117	119	74	74
52300	71	109	180	180	160	96	116	71	118	120	74	74
52400	71	109	180	180	160	96	117	72	118	120	74	74
52500	71	110	180	180	160	96	117	72	118	120	74	74
52600	71	110	180	180	160	96	118	72	119	121	74	74
52700	70	110	180	180	160	97	118	72	120	122	74	74
52800	70	110	180	180	160	97	118	73	120	123	74	74
52900	70	111	180	180	160	98	119	74	120	123	74	74
53000	70	111	180	180	160	98	119	74	121	123	74	74
53100	70	111	180	180	160	99	120	74	122	124	74	74
53200	69	111	180	180	160	99	120	74	123	124	74	74
53300	69	111	180	180	160	99	120	75	123	125	74	74
53400	69	111	180	180	160	99	121	76	123	125	74	74
53500	69	111	180	180	160	99	122	76	124	126	74	74
53600	69	111	180	180	160	100	122	77	125	126	74	74
53700	69	112	180	180	160	100	123	77	125	127	74	74
53800	69	112	180	180	160	101	123	77	125	128	74	74
53900	69	112	180	180	160	101	123	78	126	128	74	74
54000	69	112	180	180	160	101	124	78	127	128	74	74
54100	69	113	180	180	160	101	124	79	127	129	74	74
54200	68	113	180	180	160	102	125	79	128	130	74	74
54300	68	113	180	180	160	102	125	79	128	130	74	74
54400	68	113	180	180	160	103	125	80	129	130	74	74
54500	68	113	180	180	160	103	126	80	129	131	74	74
54600	67	113	180	180	160	103	127	81	130	132	74	74
54700	67	113	180	180	160	103	127	81	130	132	74	74
54800	67	113	180	180	160	104	128	81	131	133	74	74
54900	67	113	180	180	160	104	128	81	131	133	74	74
55000	67	114	180	180	160	104	128	82	132	133	74	74
55100	67	114	180	180	160	105	129	83	133	134	74	74
55200	67	114	180	180	160	105	130	83	133	135	74	74
55300	67	114	180	180	160	106	130	84	133	135	74	74
55400	67	115	180	180	160	106	130	84	134	135	74	74
55500	67	115	180	180	160	106	130	84	135	136	74	74
55600	66	115	180	180	160	106	131	85	135	137	74	74
55700	66	115	180	180	160	107	132	85	135	137	74	74
55800	66	116	180	180	160	107	132	86	136	137	74	74
55900	66	116	180	180	160	108	133	86	137	138	74	74
56000	65	116	180	180	160	108	133	86	137	139	74	74
56100	65	116	180	180	160	108	133	87	137	139	74	74
56200	65	116	180	180	160	108	134	87	138	140	74	74
56300	65	116	180	180	160	109	135	88	139	140	74	74
56400	65	116	180	180	160	109	135	88	140	140	74	74
56500	64	116	180	180	160	110	135	89	140	141	74	74
56600	64	117	180	180	160	110	135	89	140	142	74	74
56700	64	117	180	180	160	111	136	89	141	142	74	74
56800	64	117	180	180	160	111	137	90	142	142	74	74
56900	64	117	180	180	160	111	137	90	142	143	74	74
57000	64	118	180	180	160	111	137	91	142	144	74	74
57100	64	118	180	180	160	111	138	91	143	144	74	74
57200	64	118	180	180	160	112	138	91	144	145	74	74
57300	64	118	180	180	160	112	139	92	144	145	74	74
57400	63	118	180	180	160	113	140	92	145	146	74	74
57500	63	118	180	180	160	113	140	93	145	146	74	74
57600	63	118	180	180	160	113	140	93	146	147	74	74
57700	63	118	180	180	160	113	140	94	147	147	74	74
57800	63	118	180	180	160	114	141	94	147	148	74	74
57900	62	119	180	180	160	114	142	94	147	148	74	74
58000	62	119	180	180	160	115	142	95	148	149	74	74
58100	62	119	180	180	160	115	142	95	149	150	74	74
58200	62	119	180	180	160	116	143	96	149	150	74	74
58300	62	120	180	180	160	116	143	96	150	150	74	74
58400	62	120	180	180	160	116	144	96	150	151	74	74
58500	62	120	180	180	160	116	145	97	151	152	74	74
58600	62	120	180	180	160	116	145	97	151	152	74	74
58700	62	120	180	180	160	117	145	98	152	152	74	74
58800	61	120	180	180	160	117	146	99	152	153	74	74
58900	61	120	180	180	160	118	146	99	153	153	74	74
59000	61	120	180	180	160	118	147	99	153	154	74	74
59100	61	121	180	180	160	118	147	99	154	154	74	74
59200	61	121	180	180	160	118	147	100	154	155	74	74
59300	60	121	180	180	160	119	148	101	155	155	74	74
59400	60	121	180	180	160	119	148	101	155	156	74	74
59500	60	122	180	180	160	120	149	101	156	157	74	74
59600	60	122	180	180	160	120	150	101	157	157	74	74
59700	60	122	180	180	160	120	150	102	157	157	74	74
59800	60	122	180	180	160	120	150	103	157	158	74	74
59900	60	123	180	180	160	121	151	103	158	159	74	74
60000	60	123	180	180	160	121	151	103	159	159	74	74
60100	60	123	180	180	160	122	152	103	159	159	74	74
60200	60	123	180	180	160	122	152	104	159	160	74	74
60300	59	123	180	180	160	123	152	105	160	160	74	74
60400	59	123	180	180	160	123	153	105	161	161	74	74
60500	59	123	180	180	160	123	153	106	162	162	74	74
60600	59	123	180	180	160	123	154	106	162	162	74	74
60700	58	123	180	180	160	123	154	106	162	162	74	74
60800	58	124	180	180	160	124	154	106	163	163	74	74
60900	58	124	180	180	160	124	155	107	164	164	74	74
61000	58	124	180	180	160	125	156	108	164	164	74	74
61100	58	124	180	180	160	125	156	108	164	164	74	74
61200	57	125	180	180	160	125	156	108	164	164	74	74
61300	57	125	180	180	160	124	154	106	163	163	74	74
61400	57	126	180	180	160	123	154	106	162	162	74	74
61500	56	127	180	180	160	122	152	105	160	161	74	74
61600	55	127	180	180	160	121	152	103	159	160	74	74
61700	55	128	180	180	160	120	150	103	157	159	74	74
61800	55	128	180	180	160	120	150	102	156	158	74	74
61900	54	129	180	180	160	119	148	101	155	157	74	74
62000	53	130	180	180	160	118	147	100	154	156	74	74
62100	52	130	180	180	160	118	146	99	152	154	74	74
62200	52	131	180	180	160	117	145	98	151	154	74	74
62300	52	132	180	180	160	116	145	97	150	153	74	74
62400	51	132	180	180	160	115	143	96	148	152	74	74
62500	50	133	180	180	160	114	142	95	147	151	74	74
62600	50	133	180	180	160	113	141	94	146	150	74	74
62700	50	134	180	180	160	113	140	94	145	149	74	74
62800	49	135	180	180	160	112	139	92	143	147	74	74
62900	48	135	180	180	160	111	138	91	142	147	74	74
63000	47	136	180	180	160	110	137	91	140	145	74	74
63100	47	136	180	180	160	109	136	89	139	145	74	74
63200	47	137	180	180	160	108	135	89	138	143	74	74
63300	46	137	180	180	160	108	134	88	137	142	74	74
63400	45	138	180	180	160	107	133	86	135	141	74	74
63500	45	139	180	180	160	106	132	86	134	140	74	74
63600	45	140	180	180	160	106	131	85	133	140	74	74
63700	44	140	180	180	160	105	130	84	131	138	74	74
63800	43	140	180	180	160	103	129	83	130	137	74	74
63900	43	141	180	180	160	103	128	82	129	136	74	74
64000	43	142	180	180	160	102	127	81	128	135	74	74
64100	42	142	180	180	160	101	125	80	126	134	74	74
64200	41	143	180	180	160	101	125	79	125	133	74	74
64300	41	144	180	180	160	100	123	78	123	132	74	74
64400	40	145	180	180	160	99	123	77	123	131	74	74
64500	40	145	180	180	160	99	121	77	121	130	74	74
64600	39	145	180	180	160	97	120	75	120	129	74	74
64700	39	146	180	180	160	96	119	74	118	128	74	74
64800	38	147	180	180	160	96	118	74	117	127	74	74
64900	38	147	180	180	160	95	117	72	116	125	74	74
65000	37	148	180	180	160	94	116	72	114	125	74	74
65100	37	149	180	180	160	94	116	71	113	124	74	74
65200	36	150	180	180	160	93	114	69	112	123	74	74
65300	35	150	180	180	160	91	113	69	111	122	74	74
65400	35	150	180	180	160	91	112	68	109	120	74	74
65500	35	151	180	180	160	90	111	67	108	120	74	74
65600	34	152	180	180	160	89	110	66	106	118	74	74
65700	35	151	180	180	160	89	110	66	106	118	74	74
65800	36	150	180	180	160	89	110	66	106	118	74	74
65900	38	147	180	180	160	89	110	66	106	118	74	74
66000	39	146	180	180	160	89	110	66	106	118	74	74
66100	40	144	180	180	160	89	110	66	106	118	74	74
66200	43	142	180	180	160	89	110	66	106	118	74	74
66300	44	140	180	180	160	89	110	66	106	118	74	74
66400	45	138	180	180	160	89	110	66	106	118	74	74
66500	47	137	180	180	160	89	110	66	106	118	74	74
66600	48	135	180	180	160	89	110	66	106	118	74	74
66700	50	133	180	180	160	89	110	66	106	118	74	74
66800	52	131	180	180	160	89	110	66	106	118	74	74
66900	53	130	180	180	160	89	110	66	106	118	74	74
67000	55	128	180	180	160	89	110	66	106	118	74	74
67100	57	126	180	180	160	89	110	66	106	118	74	74
67200	58	124	180	180	160	89	110	66	106	118	75	74
67300	58	123	180	180	160	89	110	66	106	118	75	74
67400	59	123	180	180	160	90	111	67	107	119	76	74
67500	60	122	180	180	160	90	111	67	108	119	76	75
67600	60	121	180	180	160	90	111	67	108	120	77	75
67700	61	120	180	180	160	91	112	67	109	120	77	76
67800	62	120	180	180	160	91	112	68	109	120	77	76
67900	62	119	180	180	160	91	113	69	110	121	77	76
68000	63	118	180	180	160	91	113	69	111	122	78	77
68100	64	118	180	180	160	92	113	69	111	122	78	77
68200	64	117	180	180	160	92	114	69	111	123	79	77
68300	64	116	180	180	160	93	115	70	112	123	79	77
68400	65	116	180	180	160	93	115	70	113	123	79	77
68500	66	115	180	180	160	94	116	71	113	124	79	78
68600	67	114	180	180	160	94	116	72	114	124	80	78
68700	67	113	180	180	160	94	116	72	114	125	80	79
68800	68	113	180	180	160	94	117	72	115	125	81	79
68900	69	112	180	180	160	95	117	72	116	125	81	79
69000	69	111	180	180	160	95	118	73	116	126	81	79
69100	69	111	180	180	160	96	118	73	117	127	81	79
69200	70	110	180	180	160	96	118	74	117	127	82	80
69300	71	109	180	180	160	96	119	74	118	128	82	80
69400	72	108	180	180	160	96	119	74	118	128	83	80
69500	72	108	180	180	160	97	120	75	119	128	83	81
69600	73	107	180	180	160	97	120	75	119	129	84	81
69700	74	106	180	180	160	98	120	76	120	129	84	81
69800	74	106	180	180	160	98	121	77	120	130	84	81
69900	74	105	180	180	160	99	122	77	121	130	85	81
70000	75	104	180	180	160	99	122	77	122	130	85	82
70100	76	103	180	180	160	99	123	77	122	131	86	82
70200	77	103	180	180	160	99	123	78	123	132	86	83
70300	77	102	180	180	160	99	123	78	123	132	86	83
70400	78	101	180	180	160	100	124	79	124	133	86	83
70500	79	101	180	180	160	100	124	79	125	133	87	84
70600	79	100	180	180	160	101	125	79	125	133	87	84
70700	79	99	180	180	160	101	125	80	125	134	88	84
70800	80	99	180	180	160	101	125	80	126	134	88	84
70900	81	98	180	180	160	101	126	81	127	135	89	84
71000	81	97	180	180	160	102	127	81	127	135	89	85
71100	82	96	180	180	160	102	127	81	128	135	89	85
71200	83	96	180	180	160	103	128	82	128	136	89	86
71300	84	95	180	180	160	103	128	82	129	137	90	86
71400	84	94	180	180	160	103	128	83	130	137	90	86
71500	85	94	180	180	160	103	129	83	130	137	91	86
71600	85	93	180	180	160	104	129	84	130	137	91	86
71700	86	92	180	180	160	104	130	84	131	138	91	87
71800	86	91	180	180	160	105	130	84	132	139	91	87
71900	87	91	180	180	160	105	130	85	133	139	92	87
72000	88	90	180	180	160	106	131	85	133	140	92	88
72100	89	89	180	180	160	106	132	86	133	140	93	88
72200	89	89	180	180	160	106	132	86	134	140	93	89
72300	90	88	180	180	160	106	133	86	135	141	94	89
72400	91	88	180	180	160	107	133	87	135	142	94	89
72500	88	90	180	180	160	106	131	86	133	140	93	88
72600	86	92	180	180	160	104	130	84	131	138	91	87
72700	84	95	180	180	160	103	128	83	129	137	90	86
72800	81	97	180	180	160	102	127	81	128	135	89	85
72900	79	99	180	180	160	101	125	80	125	134	88	84
73000	77	102	180	180	160	100	124	79	123	133	86	83
73100	75	104	180	180	160	99	122	77	122	130	85	82
73200	73	107	180	180	160	97	120	76	120	129	84	81
73300	71	109	180	180	160	96	119	74	118	128	83	80
73400	69	111	180	180	160	95	118	73	116	126	81	79
73500	67	114	180	180	160	94	116	72	114	125	80	78
73600	64	116	180	180	160	93	115	70	112	123	79	77
73700	62	119	180	180	160	91	113	69	111	121	78	77
73800	60	121	180	180	160	91	111	67	108	120	77	75
73900	58	123	180	180	160	89	110	66	106	118	75	74
74000	58	124	180	180	160	89	109	65	106	118	75	74
74100	58	124	180	180	160	89	109	65	106	118	75	74
74200	59	123	180	180	160	89	109	65	106	118	75	74
74300	59	123	180	180	160	89	108	64	105	117	75	74
74400	59	123	180	180	160	89	108	64	105	117	76	74
74500	60	123	180	180	160	88	108	64	105	116	76	74
74600	60	123	180	180	160	88	108	64	104	116	76	75
74700	60	122	180	180	160	88	108	64	104	116	76	75
74800	60	122	180	180	160	88	108	64	104	116	76	75
74900	60	121	180	180	160	87	108	64	103	116	77	75
75000	60	121	180	180	160	87	107	64	103	116	77	75
75100	61	121	180	180	160	87	107	63	103	115	77	75
75200	61	120	180	180	160	87	107	63	103	115	77	76
75300	62	120	180	180	160	87	107	63	103	115	77	76
75400	62	120	180	180	160	86	106	62	103	114	77	76
75500	62	120	180	180	160	86	106	62	102	114	77	76
75600	62	119	180	180	160	86	106	62	102	113	77	76
75700	62	119	180	180	160	86	106	62	102	113	77	77
75800	62	119	180	180	160	86	106	62	101	113	78	77
75900	63	118	180	180	160	86	106	62	101	113	78	77
76000	63	118	180	180	160	86	105	62	101	113	78	77
76100	64	118	180	180	160	86	105	62	101	113	78	77
76200	64	118	180	180	160	86	105	61	101	112	78	77
76300	64	118	180	180	160	86	105	61	101	112	79	77
76400	64	117	180	180	160	85	104	61	101	112	79	77
76500	64	117	180	180	160	85	104	60	100	111	79	77
76600	64	116	180	180	160	85	104	60	100	111	79	77
76700	65	116	180	180	160	85	103	60	100	111	79	77
76800	65	116	180	180	160	84	103	60	99	111	79	77
76900	66	116	180	180	160	84	103	60	99	111	79	78
77000	66	116	180	180	160	84	103	60	99	110	79	78
77100	66	115	180	180	160	84	103	60	99	110	79	78
77200	67	115	180	180	160	84	103	60	99	110	80	78
77300	67	114	180	180	160	84	103	59	99	109	80	78
77400	67	114	180	180	160	84	102	59	98	109	80	78
77500	67	113	180	180	160	84	102	59	98	109	80	79
77600	67	113	180	180	160	84	102	58	98	108	81	79
77700	68	113	180	180	160	84	102	58	97	108	81	79
77800	68	113	180	180	160	83	101	58	97	108	81	79
77900	68	113	180	180	160	83	101	58	97	108	81	79
78000	69	112	180	180	160	83	101	57	96	108	81	79
78100	69	112	180	180	160	83	101	57	96	107	81	79
78200	69	112	180	180	160	83	101	57	96	107	81	79
78300	69	111	180	180	160	82	101	57	96	107	81	79
78400	69	111	180	180	160	82	100	57	96	106	81	79
78500	69	111	180	180	160	82	100	57	96	106	81	79
78600	70	111	180	180	160	82	100	57	95	106	82	79
78700	70	110	180	180	160	81	100	56	95	106	82	80
78800	71	110	180	180	160	81	99	56	95	106	82	80
78900	71	110	180	180	160	81	99	56	94	105	82	80
79000	71	109	180	180	160	81	99	56	94	105	83	80
79100	72	109	180	180	160	81	99	55	94	105	83	80
79200	72	108	180	180	160	81	99	55	94	104	83	80
79300	72	108	180	180	160	81	99	55	94	104	83	81
79400	72	108	180	180	160	81	99	55	94	104	83	81
79500	72	108	180	180	160	81	98	55	93	103	84	81
79600	73	108	180	180	160	81	98	55	93	103	84	81
79700	73	107	180	180	160	80	98	55	93	103	84	81
79800	73	107	180	180	160	80	97	54	93	103	84	81
79900	74	106	180	180	160	80	97	54	92	103	84	81
80000	74	106	180	180	160	80	97	54	92	102	84	81
80100	74	106	180	180	160	80	97	54	92	102	84	81
80200	74	106	180	180	160	79	96	53	91	102	84	81
80300	74	106	180	180	160	79	96	53	91	101	84	81
80400	75	105	180	180	160	79	96	53	91	101	85	81
80500	75	105	180	180	160	79	96	52	91	101	85	82
80600	75	104	180	180	160	79	96	52	91	101	85	82
80700	76	104	180	180	160	79	96	52	91	101	85	82
80800	76	104	180	180	160	79	96	52	90	101	85	82
80900	76	103	180	180	160	79	95	52	90	100	86	82
81000	77	103	180	180	160	79	95	52	90	100	86	83
81100	77	103	180	180	160	78	95	52	89	99	86	83
81200	77	103	180	180	160	78	94	52	89	99	86	83
81300	77	103	180	180	160	78	94	51	89	99	86	83
81400	77	102	180	180	160	78	94	51	89	99	86	83
81500	78	102	180	180	160	78	94	51	89	99	86	83
81600	78	101	180	180	160	77	94	50	89	99	86	84
81700	78	101	180	180	160	77	94	50	88	98	86	84
81800	79	101	180	180	160	77	94	50	88	98	87	84
81900	79	101	180	180	160	77	93	50	88	98	87	84
82000	79	101	180	180	160	77	93	50	87	97	87	84
82100	79	100	180	180	160	77	93	50	87	97	87	84
82200	79	100	180	180	160	77	92	50	87	96	88	84
82300	80	99	180	180	160	77	92	49	86	96	88	84
82400	80	99	180	180	160	77	92	49	86	96	88	84
82500	80	99	180	180	160	76	92	49	86	96	88	84
82600	81	99	180	180	160	76	91	49	86	96	88	84
82700	81	99	180	180	160	76	91	48	86	96	89	84
82800	81	98	180	180	160	76	91	48	86	95	89	85
82900	81	98	180	180	160	76	91	48	85	95	89	85
83000	81	97	180	180	160	75	91	48	85	95	89	85
83100	82	97	180	180	160	75	91	47	85	94	89	85
83200	82	97	180	180	160	75	91	47	85	94	89	85
83300	82	96	180	180	160	75	90	47	84	94	89	85
83400	83	96	180	180	160	75	90	47	84	94	89	86
83500	83	96	180	180	160	74	90	47	84	94	89	86
83600	83	96	180	180	160	74	89	47	84	93	90	86
83700	84	95	180	180	160	74	89	47	84	93	90	86
83800	84	95	180	180	160	74	89	46	84	93	90	86
83900	84	95	180	180	160	74	89	46	83	92	90	86
84000	84	94	180	180	160	74	89	46	83	92	90	86
84100	84	94	180	180	160	74	89	46	83	92	91	86
84200	85	94	180	180	160	74	89	45	82	91	91	86
84300	85	94	180	180	160	74	88	45	82	91	91	86
84400	85	93	180	180	160	73	88	45	82	91	91	86
84500	86	93	180	180	160	73	88	45	81	91	91	86
84600	86	93	180	180	160	73	87	45	81	91	91	87
84700	86	92	180	180	160	73	87	45	81	90	91	87
84800	86	92	180	180	160	73	87	45	81	90	91	87
84900	86	91	180	180	160	72	87	44	81	90	91	87
85000	87	91	180	180	160	72	86	44	81	89	92	87
85100	87	91	180	180	160	72	86	44	80	89	92	87
85200	87	91	180	180	160	72	86	44	80	89	92	88
85300	88	91	180	180	160	72	86	43	80	89	92	88
85400	88	90	180	180	160	72	86	43	79	89	93	88
85500	89	90	180	180	160	72	86	43	79	88	93	88
85600	89	89	180	180	160	72	86	43	79	88	93	88
85700	89	89	180	180	160	72	85	43	79	88	93	88
85800	89	89	180	180	160	72	85	43	79	87	93	89
85900	89	89	180	180	160	71	85	43	79	87	94	89
86000	89	89	180	180	160	71	84	42	78	87	94	89
86100	90	88	180	180	160	71	84	42	78	86	94	89
86200	90	88	180	180	160	71	84	42	78	86	94	89
86300	91	88	180	180	160	71	84	42	78	86	94	89
86400	91	88	180	180	160	72	86	43	79	88	94	89
86500	91	88	180	180	160	73	87	45	81	90	93	89
86600	91	88	180	180	160	74	89	46	83	91	92	88
86700	91	88	180	180	160	75	90	47	84	94	91	88
86800	91	88	180	180	160	76	91	49	86	96	91	88
86900	91	88	180	180	160	77	93	50	88	97	91	87
87000	91	88	180	180	160	78	94	52	89	99	90	87
87100	91	88	180	180	160	79	96	53	91	101	89	87
87200	91	88	180	180	160	80	98	55	93	103	89	86
87300	91	88	180	180	160	81	99	56	94	105	89	86
87400	91	88	180	180	160	82	101	57	96	107	88	86
87500	91	88	180	180	160	84	102	59	98	108	87	86
87600	91	88	180	180	160	84	103	60	99	111	87	86
87700	91	88	180	180	160	86	105	62	101	113	86	86
87800	91	88	180	180	160	86	106	63	103	114	86	85
87900	91	88	180	180	160	88	108	64	104	116	85	85
88000	91	88	180	180	160	89	110	66	106	118	85	85
88100	89	89	180	180	160	90	111	67	108	119	84	84
88200	86	91	180	180	160	91	112	68	109	120	84	84
88300	85	94	180	180	160	92	113	69	111	122	83	83
88400	83	96	180	180	160	93	115	70	113	123	82	82
88500	81	98	180	180	160	94	116	72	114	125	82	81
88600	79	100	180	180	160	95	118	73	116	126	81	81
88700	78	102	180	180	160	96	118	74	117	127	81	81
88800	76	104	180	180	160	97	120	75	119	128	80	80
88900	74	106	180	180	160	98	121	77	120	130	80	79
89000	72	108	180	180	160	99	123	77	122	131	79	79
89100	70	110	180	180	160	100	124	79	124	133	79	78
89200	69	112	180	180	160	101	125	80	125	134	78	78
89300	67	114	180	180	160	102	126	81	127	135	77	77
89400	65	116	180	180	160	103	128	82	128	136	77	77
89500	63	118	180	180	160	103	129	84	130	137	77	76
89600	62	120	180	180	160	105	130	84	132	139	76	75
89700	60	123	180	180	160	106	132	86	133	140	75	74
89800	58	125	180	180	160	107	133	87	135	142	75	74
89900	59	123	180	180	160	106	131	85	133	140	75	74
90000	60	123	180	180	160	104	130	84	131	137	75	74
90100	60	122	180	180	160	103	128	82	130	136	75	74
90200	61	121	180	180	160	102	126	81	128	134	75	74
90300	62	120	180	180	160	101	125	79	125	132	75	74
90400	62	120	180	180	160	100	123	78	124	130	75	74
90500	63	119	180	180	160	99	122	77	122	128	75	74
90600	64	118	180	180	160	97	120	74	120	126	75	74
90700	64	117	180	180	160	96	118	73	118	125	75	74
90800	65	116	180	180	160	95	117	72	116	123	75	74
90900	66	116	180	180	160	94	115	70	115	120	75	74
91000	67	115	180	180	160	93	113	69	113	119	75	74
91100	67	114	180	180	160	91	112	67	111	117	75	74
91200	68	113	180	180	160	90	111	66	109	115	75	74
91300	69	113	180	180	160	89	108	64	107	113	75	74
91400	69	111	180	180	160	88	107	62	105	111	75	74
91500	70	111	180	180	160	86	106	61	103	109	75	74
91600	71	110	180	180	160	86	103	60	101	108	75	74
91700	72	109	180	180	160	84	102	58	100	106	75	74
91800	72	108	180	180	160	83	101	57	98	103	75	74
91900	73	108	180	180	160	82	99	55	96	102	75	74
92000	74	107	180	180	160	81	97	54	94	100	75	74
92100	74	106	180	180	160	80	96	52	92	99	75	74
92200	75	105	180	180	160	79	94	50	90	96	75	74
92300	76	104	180	180	160	77	92	49	89	94	75	74
92400	77	103	180	180	160	77	91	47	86	93	75	74
92500	77	103	180	180	160	75	89	46	84	91	75	74
92600	78	102	180	180	160	74	88	45	83	89	75	74
92700	79	101	180	180	160	73	86	43	81	87	75	74
92800	79	101	180	180	160	72	84	42	79	85	75	74
92900	80	99	180	180	160	70	83	40	77	83	75	74
93000	81	99	180	180	160	69	81	38	75	81	75	74
93100	81	98	180	180	160	68	79	37	74	79	75	74
93200	82	97	180	180	160	67	78	35	72	77	75	74
93300	83	96	180	180	160	66	77	34	69	76	75	74
93400	84	96	180	180	160	64	74	33	68	74	75	74
93500	84	95	180	180	160	63	73	31	66	72	75	74
93600	85	94	180	180	160	62	72	30	64	70	75	74
93700	86	93	180	180	160	61	69	28	62	68	75	74
93800	86	92	180	180	160	60	68	26	60	66	75	74
93900	87	91	180	180	160	59	67	25	59	64	75	74
94000	88	91	180	180	160	57	65	23	57	62	75	74
94100	89	90	180	180	160	56	63	22	55	60	75	74
94200	89	89	180	180	160	55	62	21	53	59	75	74
94300	90	89	180	180	160	54	60	19	51	57	75	74
94400	91	88	180	180	160	53	59	18	50	55	75	74
94500	90	89	180	180	160	54	60	18	50	56	75	74
94600	89	89	180	180	160	55	60	19	52	57	75	74
94700	89	90	180	180	160	55	62	21	52	59	75	74
94800	88	91	180	180	160	56	62	21	54	60	75	74
94900	87	91	180	180	160	57	64	22	55	62	75	74
95000	86	92	180	180	160	57	64	23	56	62	75	74
95100	86	93	180	180	160	58	66	24	57	64	75	74
95200	85	94	180	180	160	59	67	26	59	65	75	74
95300	84	94	180	180	160	60	68	26	60	67	75	74
95400	84	95	180	180	160	60	69	27	61	68	75	74
95500	83	96	180	180	160	61	70	28	62	69	75	74
95600	82	96	180	180	160	62	71	29	63	70	75	74
95700	81	97	180	180	160	62	72	30	64	72	75	74
95800	81	98	180	180	160	63	73	31	65	73	75	74
95900	80	99	180	180	160	64	74	32	67	74	75	74
96000	79	99	180	180	160	64	75	33	68	76	75	74
96100	79	101	180	180	160	65	76	34	69	77	75	74
96200	79	101	180	180	160	66	77	35	70	78	75	74
96300	78	102	180	180	160	67	78	36	72	79	75	74
96400	77	103	180	180	160	67	79	37	72	81	75	74
96500	77	103	180	180	160	68	80	38	74	82	75	74
96600	76	104	180	180	160	69	81	39	74	83	75	74
96700	75	105	180	180	160	69	82	40	76	84	75	74
96800	74	106	180	180	160	70	84	41	77	86	75	74
96900	74	106	180	180	160	72	84	42	78	87	75	74
97000	73	107	180	180	160	72	86	43	79	89	75	74
97100	72	108	180	180	160	73	86	44	81	90	75	74
97200	72	108	180	180	160	74	88	45	81	91	75	74
97300	71	109	180	180	160	74	89	46	83	92	75	74
97400	70	110	180	180	160	75	90	47	84	94	75	74
97500	69	111	180	180	160	76	91	48	85	95	75	74
97600	69	111	180	180	160	77	92	49	86	96	75	74
97700	69	113	180	180	160	77	93	50	87	97	75	74
97800	68	113	180	180	160	78	94	51	89	99	75	74
97900	67	114	180	180	160	79	95	52	90	100	75	74
98000	67	115	180	180	160	79	96	52	91	101	75	74
98100	66	116	180	180	160	80	97	54	92	103	75	74
98200	65	116	180	180	160	81	98	55	94	104	75	74
98300	64	117	180	180	160	81	99	56	94	105	75	74
98400	64	118	180	180	160	82	100	57	96	106	75	74
98500	63	118	180	180	160	83	101	57	96	108	75	74
98600	62	119	180	180	160	84	102	59	98	109	75	74
98700	62	120	180	180	160	84	103	60	99	111	75	74
98800	61	120	180	180	160	85	104	61	100	111	75	74
98900	60	121	180	180	160	86	106	62	101	113	75	74
99000	60	122	180	180	160	86	106	62	103	114	75	74
99100	59	123	180	180	160	87	108	64	103	116	75	74
99200	58	123	180	180	160	88	108	64	105	117	75	74
99300	58	125	180	180	160	89	110	66	106	118	75	74
99400	58	124	180	180	160	89	109	65	106	118	75	74
99500	58	124	180	180	160	89	109	65	106	118	75	74
99600	58	123	180	180	160	89	109	65	106	118	75	74
99700	59	123	180	180	160	89	109	65	105	117	75	74
99800	59	123	180	180	160	89	108	64	105	117	75	74
99900	59	123	180	180	160	88	108	64	105	117	76	74
100000	60	123	180	180	160	88	108	64	105	116	76	74
100100	60	123	180	180	160	88	108	64	104	116	76	75
100200	60	122	180	180	160	88	108	64	104	116	76	75
100300	60	122	180	180	160	88	108	64	104	116	76	75
100400	60	122	180	180	160	88	108	64	104	116	77	75
100500	60	121	180	180	160	87	108	64	103	116	77	75
100600	61	121	180	180	160	87	107	64	103	116	77	75
100700	61	121	180	180	160	87	107	63	103	115	77	75
100800	61	120	180	180	160	87	107	63	103	115	77	76
100900	61	120	180	180	160	87	107	63	103	115	77	76
101000	62	120	180	180	160	87	106	63	103	114	77	76
101100	62	120	180	180	160	86	106	62	103	114	77	76
101200	62	120	180	180	160	86	106	62	102	114	77	76
101300	62	119	180	180	160	86	106	62	102	113	77	76
101400	62	119	180	180	160	86	106	62	102	113	77	76
101500	62	119	180	180	160	86	106	62	102	113	78	77
101600	63	118	180	180	160	86	106	62	101	113	78	77
101700	63	118	180	180	160	86	106	62	101	113	78	77
101800	63	118	180	180	160	86	105	62	101	113	78	77
101900	64	118	180	180	160	86	105	62	101	113	78	77
102000	64	118	180	180	160	86	105	61	101	112	78	77
